ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
236456_at,0.972,0.49691456,0.812743,PTPN5,"protein tyrosine phosphatase, non-receptor type 5"
241278_at,0.972,0.49693054,0.812712,,
204869_at,0.972,0.49693967,0.812695,PCSK2,proprotein convertase subtilisin/kexin type 2
1553868_a_at,0.972,0.49695649,0.812663,KIAA0825,KIAA0825
225592_at,0.972,0.49696241,0.812652,NRM,nurim (nuclear envelope membrane protein)
211396_at,0.972,0.49696976,0.812638,FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene)
1555203_s_at,0.972,0.49700125,0.812578,SLC44A4,solute carrier family 44 member 4
209284_s_at,0.972,0.49700292,0.812575,FAM208A,family with sequence similarity 208 member A
212597_s_at,0.972,0.49702957,0.812525,HMGXB4,HMG-box containing 4
224335_s_at,0.972,0.49703171,0.812521,BACE1,beta-secretase 1
240591_at,0.972,0.49704633,0.812493,LOC102723645,uncharacterized LOC102723645
217930_s_at,0.972,0.49705214,0.812482,TOLLIP,toll interacting protein
202642_s_at,0.972,0.49705915,0.812469,TRRAP,transformation/transcription domain associated protein
206260_at,0.972,0.49710864,0.812375,TGM4,transglutaminase 4
224787_s_at,0.972,0.49712653,0.812341,RAB18,"RAB18, member RAS oncogene family"
216430_x_at,0.972,0.49712859,0.812337,IGLV1-44,immunoglobulin lambda variable 1-44
45749_at,0.972,0.49714213,0.812311,FAM65A,family with sequence similarity 65 member A
217649_at,0.972,0.4971723,0.812254,ZFAND5,zinc finger AN1-type containing 5
222352_at,0.972,0.49718447,0.812231,FBXO31,F-box protein 31
1566935_at,0.972,0.49719032,0.81222,TYRO3P,TYRO3P protein tyrosine kinase pseudogene
207439_s_at,0.972,0.49724917,0.812109,SLC35A2,solute carrier family 35 member A2
236395_at,0.972,0.49725585,0.812096,,
227651_at,0.972,0.49725734,0.812093,NACC1,nucleus accumbens associated 1
215978_x_at,0.972,0.49725837,0.812091,ZNF721,zinc finger protein 721
229342_at,0.972,0.49726408,0.81208,NCBP3,nuclear cap binding subunit 3
1561180_at,0.972,0.49728929,0.812033,,
232881_at,0.972,0.49730212,0.812008,GNAS-AS1,GNAS antisense RNA 1
227566_at,0.972,0.49730233,0.812008,LOC102725271///NTM,neurotrimin-like///neurotrimin
242674_at,0.972,0.49736646,0.811886,EIF4E,eukaryotic translation initiation factor 4E
221170_at,0.972,0.49736836,0.811883,HRH4,histamine receptor H4
242359_at,0.972,0.49737789,0.811865,,
207771_at,0.972,0.49738724,0.811847,SLC5A2,solute carrier family 5 member 2
217826_s_at,0.972,0.49738896,0.811844,UBE2J1,ubiquitin conjugating enzyme E2 J1
224095_at,0.972,0.49743277,0.811761,LOC100128175,uncharacterized LOC100128175
242251_at,0.972,0.49744965,0.811729,SPATA5,spermatogenesis associated 5
221754_s_at,0.972,0.49748646,0.811659,CORO1B,coronin 1B
1567030_at,0.972,0.49748895,0.811654,SH3GL1P2,"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2"
222116_s_at,0.972,0.49751324,0.811608,TBC1D16,TBC1 domain family member 16
230235_at,0.972,0.49754388,0.81155,MCTS1,"MCTS1, re-initiation and release factor"
212429_s_at,0.972,0.49757205,0.811497,GTF3C2,general transcription factor IIIC subunit 2
1568850_at,0.972,0.49759008,0.811463,ACKR2,atypical chemokine receptor 2
230009_at,0.972,0.49760136,0.811441,FAM118B,family with sequence similarity 118 member B
205653_at,0.972,0.49761385,0.811418,CTSG,cathepsin G
1569385_s_at,0.972,0.4976185,0.811409,TET2,tet methylcytosine dioxygenase 2
1557081_at,0.972,0.49762846,0.81139,RBM25,RNA binding motif protein 25
202576_s_at,0.972,0.49763964,0.811369,DDX19A///DDX19B,DEAD-box helicase 19A///DEAD-box helicase 19B
208263_at,0.972,0.49769712,0.81126,SRP72,signal recognition particle 72
1566698_at,0.972,0.49769828,0.811258,,
203594_at,0.972,0.49770905,0.811238,RTCA,RNA 3'-terminal phosphate cyclase
207270_x_at,0.972,0.49773247,0.811193,CD300C,CD300c molecule
218508_at,0.972,0.4977351,0.811188,DCP1A,decapping mRNA 1A
224302_s_at,0.972,0.49775258,0.811155,MRPS36,mitochondrial ribosomal protein S36
231109_at,0.972,0.49776821,0.811126,,
241643_at,0.972,0.49778493,0.811094,TLK1,tousled like kinase 1
231351_at,0.972,0.49786627,0.81094,,
1554019_s_at,0.972,0.49791564,0.810847,CEP57L1,centrosomal protein 57 like 1
241485_at,0.972,0.49792937,0.810821,MYT1L,myelin transcription factor 1 like
240288_at,0.972,0.49792941,0.81082,KCNRG///TRIM13,potassium channel regulator///tripartite motif containing 13
222293_at,0.972,0.49795472,0.810773,CADM4,cell adhesion molecule 4
236272_at,0.972,0.49795948,0.810764,UNC119B,unc-119 lipid binding chaperone B
213707_s_at,0.972,0.49796444,0.810754,DLX5,distal-less homeobox 5
211202_s_at,0.972,0.49796724,0.810749,KDM5B,lysine demethylase 5B
223004_s_at,0.972,0.49804863,0.810595,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1
1561442_at,0.972,0.49805221,0.810588,LOC283585,uncharacterized LOC283585
244728_at,0.972,0.49806018,0.810573,LOC101929715,uncharacterized LOC101929715
1553407_at,0.972,0.49806842,0.810557,MACF1,microtubule-actin crosslinking factor 1
240898_at,0.972,0.49806954,0.810555,SPAG16,sperm associated antigen 16
1556171_a_at,0.972,0.49807106,0.810552,LOC101927516,uncharacterized LOC101927516
244063_at,0.972,0.49807427,0.810546,BTN2A1,butyrophilin subfamily 2 member A1
1557753_at,0.972,0.4980903,0.810516,LOC101927282,uncharacterized LOC101927282
225950_at,0.972,0.49810777,0.810483,SAMD8,sterile alpha motif domain containing 8
219615_s_at,0.972,0.49812822,0.810444,KCNK5,potassium two pore domain channel subfamily K member 5
1561499_at,0.972,0.49815759,0.810389,LOC101927958,uncharacterized LOC101927958
213204_at,0.972,0.49816566,0.810373,CUL9,cullin 9
230675_at,0.972,0.4981866,0.810334,LOC101927824,translation initiation factor IF-2-like
224206_x_at,0.972,0.49820182,0.810305,MYNN,myoneurin
241057_x_at,0.972,0.49820412,0.810301,,
241476_at,0.972,0.4982151,0.81028,LOC105375115,uncharacterized LOC105375115
1568711_a_at,0.972,0.49822006,0.810271,LOC105369860,uncharacterized LOC105369860
220688_s_at,0.972,0.4982291,0.810253,MRTO4,"MRT4 homolog, ribosome maturation factor"
207550_at,0.972,0.49825141,0.810211,MPL,"MPL proto-oncogene, thrombopoietin receptor"
1559461_at,0.972,0.49831737,0.810087,,
237456_at,0.972,0.49834445,0.810035,,
213198_at,0.972,0.49836451,0.809997,ACVR1B,activin A receptor type 1B
215343_at,0.972,0.49836524,0.809996,CCDC88C,coiled-coil domain containing 88C
209239_at,0.972,0.49840395,0.809923,NFKB1,nuclear factor kappa B subunit 1
242276_at,0.972,0.49841264,0.809906,,
227147_s_at,0.972,0.49844703,0.809841,EGLN2,egl-9 family hypoxia inducible factor 2
217024_x_at,0.972,0.49844892,0.809838,,
228589_at,0.972,0.498469,0.8098,BASP1,brain abundant membrane attached signal protein 1
202088_at,0.972,0.49848046,0.809778,SLC39A6,solute carrier family 39 member 6
228054_at,0.972,0.49849359,0.809753,TMEM44,transmembrane protein 44
215739_s_at,0.972,0.49850169,0.809738,TUBGCP3,tubulin gamma complex associated protein 3
203357_s_at,0.972,0.49851571,0.809712,CAPN7,calpain 7
239121_at,0.972,0.49853717,0.809671,,
226580_at,0.972,0.49854452,0.809657,BRMS1L,breast cancer metastasis-suppressor 1-like
205223_at,0.972,0.49854686,0.809653,DEPDC5,DEP domain containing 5
236463_at,0.972,0.49855766,0.809632,ADAD2,adenosine deaminase domain containing 2
242693_at,0.972,0.49856343,0.809621,,
1553803_at,0.972,0.49857725,0.809595,SPATA32,spermatogenesis associated 32
240914_at,0.972,0.49858014,0.80959,,
240014_at,0.972,0.49860926,0.809535,POLR2J4,"RNA polymerase II subunit J4, pseudogene"
222663_at,0.972,0.49863041,0.809495,RIOK2,RIO kinase 2
234081_at,0.972,0.49864347,0.80947,,
1567008_at,0.972,0.49865833,0.809442,,
234591_at,0.972,0.49867325,0.809414,,
236127_at,0.972,0.49868089,0.809399,,
243829_at,0.972,0.49870052,0.809362,BRAF,"B-Raf proto-oncogene, serine/threonine kinase"
240090_at,0.972,0.49870101,0.809361,,
227758_at,0.972,0.49871931,0.809327,RERG,RAS like estrogen regulated growth inhibitor
201407_s_at,0.972,0.49872091,0.809324,PPP1CB,protein phosphatase 1 catalytic subunit beta
209341_s_at,0.972,0.49873138,0.809304,IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
242028_at,0.972,0.49876059,0.809249,ZNF709,zinc finger protein 709
201988_s_at,0.972,0.49877508,0.809221,CREBL2,cAMP responsive element binding protein like 2
225281_at,0.972,0.49878569,0.809201,NEPRO,nucleolus and neural progenitor protein
234818_at,0.972,0.49878767,0.809198,TMEM108,transmembrane protein 108
223132_s_at,0.972,0.49881107,0.809153,TRIM8,tripartite motif containing 8
238559_at,0.972,0.49882525,0.809126,LOC101927402,uncharacterized LOC101927402
222761_at,0.972,0.49891343,0.80896,BIVM,"basic, immunoglobulin-like variable motif containing"
207751_at,0.972,0.49893325,0.808922,PRO2949,uncharacterized protein PRO2949
217642_at,0.972,0.49896098,0.80887,RNF40,ring finger protein 40
205602_x_at,0.972,0.49898102,0.808832,PSG7,pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)
237690_at,0.972,0.49900697,0.808783,ADGRF4,adhesion G protein-coupled receptor F4
1556125_at,0.972,0.49901394,0.80877,,
1555662_s_at,0.972,0.49902876,0.808742,DAOA,D-amino acid oxidase activator
228186_s_at,0.972,0.49903004,0.80874,RSPO3,R-spondin 3
237777_at,0.972,0.49903811,0.808724,PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
1566498_at,0.972,0.49906576,0.808672,,
1552743_at,0.972,0.49907697,0.808651,MCF2L,MCF.2 cell line derived transforming sequence like
217742_s_at,0.972,0.49909474,0.808617,WAC,WW domain containing adaptor with coiled-coil
223693_s_at,0.972,0.49911744,0.808575,RADIL,Rap associating with DIL domain
209416_s_at,0.972,0.49914635,0.80852,FZR1,fizzy/cell division cycle 20 related 1
212218_s_at,0.972,0.4991467,0.808519,FASN,fatty acid synthase
243077_at,0.972,0.49914726,0.808518,FLJ16734,uncharacterized LOC641928
237087_at,0.972,0.49916703,0.808481,,
216377_x_at,0.972,0.49917663,0.808463,ALPPL2,"alkaline phosphatase, placental like 2"
1565783_at,0.972,0.49918706,0.808443,,
244438_at,0.972,0.49920382,0.808411,MYCNUT,MYCN upstream transcript (non-protein coding)
232251_at,0.972,0.49925182,0.808321,NUDT16P1,nudix hydrolase 16 pseudogene 1
200924_s_at,0.972,0.49927196,0.808283,SLC3A2,solute carrier family 3 member 2
236613_at,0.972,0.49934612,0.808143,RBM25,RNA binding motif protein 25
200834_s_at,0.972,0.499362,0.808113,RPS21,ribosomal protein S21
212743_at,0.972,0.49937211,0.808094,RCHY1,ring finger and CHY zinc finger domain containing 1
214715_x_at,0.972,0.49938483,0.80807,ZNF160,zinc finger protein 160
237897_at,0.972,0.49938821,0.808063,IAH1,isoamyl acetate-hydrolyzing esterase 1 homolog
243903_at,0.972,0.49939875,0.808043,,
207760_s_at,0.972,0.499432,0.807981,NCOR2,nuclear receptor corepressor 2
1557301_a_at,0.972,0.4994701,0.807909,,
224319_s_at,0.972,0.49947076,0.807907,MIEF1,mitochondrial elongation factor 1
219992_at,0.972,0.49947452,0.8079,TAC3,tachykinin 3
1567539_at,0.972,0.49950505,0.807843,,
214996_at,0.972,0.49954439,0.807769,,
237172_at,0.972,0.49955273,0.807753,,
211530_x_at,0.972,0.49957462,0.807711,HLA-G,"major histocompatibility complex, class I, G"
221604_s_at,0.972,0.49959194,0.807679,PEX16,peroxisomal biogenesis factor 16
237593_at,0.972,0.49963107,0.807605,,
236895_at,0.972,0.49964835,0.807572,,
212599_at,0.972,0.49967071,0.80753,AUTS2,autism susceptibility candidate 2
1554773_at,0.972,0.49967693,0.807518,WFIKKN2,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
217063_x_at,0.972,0.49968007,0.807513,YME1L1,YME1 like 1 ATPase
244441_at,0.972,0.49968475,0.807504,USP31,ubiquitin specific peptidase 31
209825_s_at,0.972,0.49969508,0.807484,MIR3658///UCK2,microRNA 3658///uridine-cytidine kinase 2
205225_at,0.972,0.49976997,0.807343,ESR1,estrogen receptor 1
202229_s_at,0.972,0.49977629,0.807331,CHERP,calcium homeostasis endoplasmic reticulum protein
234917_at,0.972,0.49979335,0.807299,MARVELD1,MARVEL domain containing 1
244624_at,0.972,0.49979969,0.807287,RPS27A,ribosomal protein S27a
207145_at,0.972,0.4998141,0.80726,MSTN,myostatin
228930_at,0.972,0.49982401,0.807241,SCARNA15,small Cajal body-specific RNA 15
224855_at,0.972,0.49985104,0.80719,MIR6741///PYCR2,microRNA 6741///pyrroline-5-carboxylate reductase family member 2
217465_at,0.972,0.49989467,0.807108,NCKAP1,NCK associated protein 1
200076_s_at,0.972,0.49990359,0.807091,KXD1,KxDL motif containing 1
233044_at,0.972,0.49994852,0.807006,,
243570_at,0.972,0.49998152,0.806944,SPCS2,signal peptidase complex subunit 2
240852_at,0.972,0.50000562,0.806898,,
244716_x_at,0.972,0.50000733,0.806895,TMIGD2,transmembrane and immunoglobulin domain containing 2
201253_s_at,0.972,0.50000823,0.806894,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase
244286_at,0.972,0.50003566,0.806842,,
225483_at,0.972,0.50006381,0.806789,VPS26B,"VPS26, retromer complex component B"
229605_at,0.972,0.50007853,0.806761,CYB5RL,cytochrome b5 reductase like
202301_s_at,0.972,0.50010566,0.80671,RSRC2,arginine and serine rich coiled-coil 2
234382_x_at,0.972,0.5001207,0.806681,HHCM,Mahlavu hepatocellular carcinoma
1562577_at,0.972,0.50016857,0.806591,,
213057_at,0.972,0.50018693,0.806557,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2
207531_at,0.972,0.50018863,0.806553,CRYGC,crystallin gamma C
244722_at,0.972,0.50020822,0.806516,,
230691_at,0.972,0.50022113,0.806492,STX1B,syntaxin 1B
1566267_at,0.972,0.50026064,0.806418,,
228610_at,0.972,0.50029184,0.806359,TM9SF3,transmembrane 9 superfamily member 3
205023_at,0.972,0.50029387,0.806355,RAD51,RAD51 recombinase
201481_s_at,0.972,0.50030888,0.806327,PYGB,"phosphorylase, glycogen; brain"
205195_at,0.972,0.50031587,0.806314,AP1S1,adaptor related protein complex 1 sigma 1 subunit
1554309_at,0.972,0.50034308,0.806262,EIF4G3,eukaryotic translation initiation factor 4 gamma 3
218280_x_at,0.972,0.50037957,0.806194,HIST2H2AA4///HIST2H2AA3,"histone cluster 2, H2aa4///histone cluster 2, H2aa3"
214298_x_at,0.972,0.50038024,0.806192,6-Sep,septin 6
1562507_at,0.972,0.50040602,0.806144,,
242966_x_at,0.972,0.50040722,0.806141,RFX2,regulatory factor X2
232568_at,0.972,0.50041437,0.806128,MGC24103,uncharacterized MGC24103
1564323_at,0.972,0.50042222,0.806113,LOC101928405,uncharacterized LOC101928405
215999_at,0.972,0.50042847,0.806101,CDRT1,CMT1A duplicated region transcript 1
209604_s_at,0.972,0.50042905,0.8061,GATA3,GATA binding protein 3
206009_at,0.972,0.50046294,0.806036,ITGA9,integrin subunit alpha 9
1556308_at,0.972,0.50047369,0.806016,PRRT3,proline rich transmembrane protein 3
240640_at,0.972,0.50050521,0.805957,,
217344_at,0.972,0.50052933,0.805911,,
226828_s_at,0.972,0.50054584,0.80588,HEYL,hes related family bHLH transcription factor with YRPW motif-like
203799_at,0.972,0.50055804,0.805857,LY75-CD302///CD302///LY75,LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75
240098_at,0.972,0.50055913,0.805855,RIF1,replication timing regulatory factor 1
228724_at,0.972,0.50055949,0.805855,TTLL7,tubulin tyrosine ligase like 7
221056_x_at,0.972,0.50059722,0.805783,EPS15L1,epidermal growth factor receptor pathway substrate 15 like 1
228084_at,0.972,0.50060422,0.80577,PLA2G12A,phospholipase A2 group XIIA
232078_at,0.972,0.5006302,0.805721,NECTIN2,nectin cell adhesion molecule 2
214112_s_at,0.972,0.50063962,0.805704,CXorf40B///CXorf40A,chromosome X open reading frame 40B///chromosome X open reading frame 40A
205435_s_at,0.972,0.50065271,0.805679,AAK1,AP2 associated kinase 1
229979_x_at,0.972,0.50065286,0.805679,,
225940_at,0.972,0.50067878,0.80563,EIF4E3,eukaryotic translation initiation factor 4E family member 3
1556420_s_at,0.972,0.50072705,0.805539,YPEL2,yippee like 2
216674_at,0.972,0.50073807,0.805518,HES2,hes family bHLH transcription factor 2
235711_at,0.972,0.50074458,0.805506,MIR4657///PURB,microRNA 4657///purine rich element binding protein B
1560906_at,0.972,0.50076187,0.805473,,
215982_s_at,0.972,0.50076745,0.805463,DXO,decapping exoribonuclease
214210_at,0.972,0.50078208,0.805435,SLC25A17,solute carrier family 25 member 17
223881_at,0.972,0.50078615,0.805428,ICA1L,islet cell autoantigen 1 like
233742_at,0.972,0.500796,0.805409,METTL22,methyltransferase like 22
228881_at,0.972,0.50079621,0.805409,PARL,presenilin associated rhomboid like
209383_at,0.972,0.50083704,0.805332,DDIT3,DNA damage inducible transcript 3
1562020_s_at,0.972,0.50084157,0.805323,NT5DC4,5'-nucleotidase domain containing 4
213227_at,0.972,0.5008572,0.805294,PGRMC2,progesterone receptor membrane component 2
218516_s_at,0.972,0.50086751,0.805274,IMPAD1,inositol monophosphatase domain containing 1
213144_at,0.972,0.50087977,0.805251,GOSR2,golgi SNAP receptor complex member 2
1553269_at,0.972,0.50091274,0.805189,ZNF718,zinc finger protein 718
235579_at,0.972,0.50095051,0.805118,SCAF11,SR-related CTD associated factor 11
242843_at,0.972,0.50097527,0.805072,BCAN,brevican
238804_at,0.972,0.50100548,0.805015,,
200671_s_at,0.972,0.50102416,0.804979,SPTBN1,"spectrin beta, non-erythrocytic 1"
237135_at,0.972,0.50104757,0.804935,,
237514_at,0.972,0.50104907,0.804933,LINC01210,long intergenic non-protein coding RNA 1210
224859_at,0.972,0.50105468,0.804922,CD276,CD276 molecule
1566937_at,0.972,0.50105932,0.804913,,
208738_x_at,0.972,0.5010965,0.804843,LOC101929087///SUMO2///SUMO3,small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
228982_s_at,0.972,0.50111465,0.804809,USP42,ubiquitin specific peptidase 42
1564907_s_at,0.972,0.50112137,0.804797,SNHG4///MATR3,small nucleolar RNA host gene 4///matrin 3
222311_s_at,0.972,0.50113805,0.804765,SCAF4,SR-related CTD associated factor 4
212016_s_at,0.972,0.50113987,0.804762,MIR4745///PTBP1,microRNA 4745///polypyrimidine tract binding protein 1
220379_at,0.972,0.50114396,0.804754,FSCN3,fascin actin-bundling protein 3
220624_s_at,0.972,0.50114718,0.804748,ELF5,E74 like ETS transcription factor 5
200034_s_at,0.972,0.50114772,0.804747,RPL6,ribosomal protein L6
203265_s_at,0.972,0.50117836,0.804689,MAP2K4,mitogen-activated protein kinase kinase 4
222336_at,0.972,0.50120266,0.804644,SMIM14,small integral membrane protein 14
241151_at,0.972,0.50120445,0.80464,,
1561206_at,0.972,0.50121323,0.804624,KLHL8,kelch like family member 8
205031_at,0.972,0.50122168,0.804608,EFNB3,ephrin B3
1560874_at,0.972,0.50124027,0.804573,CRACR2A,calcium release activated channel regulator 2A
223302_s_at,0.972,0.50125993,0.804536,ZNF655,zinc finger protein 655
236353_at,0.972,0.50129245,0.804475,LOC102724851///LOC101927268,uncharacterized LOC102724851///uncharacterized LOC101927268
226571_s_at,0.972,0.50130156,0.804457,PTPRS,"protein tyrosine phosphatase, receptor type S"
244479_at,0.972,0.50130466,0.804452,,
223263_s_at,0.972,0.50131378,0.804434,FGFR1OP2,FGFR1 oncogene partner 2
216294_s_at,0.972,0.50131478,0.804433,KIAA1109,KIAA1109
1552799_at,0.972,0.50132058,0.804422,TSNARE1,t-SNARE domain containing 1
215014_at,0.972,0.50133091,0.804402,KCND3,potassium voltage-gated channel subfamily D member 3
1559426_at,0.972,0.50133857,0.804388,SMURF1,SMAD specific E3 ubiquitin protein ligase 1
209388_at,0.972,0.5013455,0.804375,PAPOLA,poly(A) polymerase alpha
233039_at,0.972,0.50136621,0.804336,,
215208_x_at,0.972,0.50140941,0.804255,RPL35A,ribosomal protein L35a
1570049_at,0.972,0.50144557,0.804187,LINC00910,long intergenic non-protein coding RNA 910
242232_at,0.972,0.50148665,0.804109,,
227740_at,0.972,0.50150113,0.804082,UHMK1,U2AF homology motif (UHM) kinase 1
1564262_at,0.972,0.50150501,0.804075,,
1555743_s_at,0.972,0.5015279,0.804032,ERVH-6,endogenous retrovirus group H member 6
241376_at,0.972,0.50156256,0.803966,,
231952_at,0.972,0.50156393,0.803964,,
233007_at,0.972,0.50156451,0.803963,,
223296_at,0.972,0.50156648,0.803959,SLC25A33,solute carrier family 25 member 33
236240_at,0.972,0.50156725,0.803958,ABHD18,abhydrolase domain containing 18
213224_s_at,0.972,0.50156769,0.803957,BBIP1,BBSome interacting protein 1
212675_s_at,0.972,0.50157211,0.803949,CEP68,centrosomal protein 68
1552329_at,0.972,0.50157727,0.803939,RBBP6,"RB binding protein 6, ubiquitin ligase"
223403_s_at,0.972,0.50158453,0.803925,POLR1B,RNA polymerase I subunit B
231144_at,0.972,0.50158607,0.803922,SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
224858_at,0.972,0.50159844,0.803899,ZDHHC5,zinc finger DHHC-type containing 5
225124_at,0.972,0.50159981,0.803896,PPP1R9B,protein phosphatase 1 regulatory subunit 9B
212799_at,0.972,0.50160111,0.803894,STX6,syntaxin 6
217887_s_at,0.972,0.50161317,0.803871,EPS15,epidermal growth factor receptor pathway substrate 15
1555526_a_at,0.972,0.50162911,0.803841,6-Sep,septin 6
221377_s_at,0.972,0.50167666,0.803752,RBPJL,recombination signal binding protein for immunoglobulin kappa J region like
1559762_at,0.972,0.50170126,0.803706,,
241281_at,0.972,0.50170695,0.803695,,
200938_s_at,0.972,0.50170789,0.803693,RERE,arginine-glutamic acid dipeptide repeats
220622_at,0.972,0.50173167,0.803648,LRRC31,leucine rich repeat containing 31
219933_at,0.972,0.50173776,0.803637,GLRX2,glutaredoxin 2
232344_at,0.972,0.50173795,0.803637,,
219150_s_at,0.972,0.50175171,0.803611,ADAP1,ArfGAP with dual PH domains 1
213132_s_at,0.972,0.50176655,0.803583,MCAT,malonyl-CoA-acyl carrier protein transacylase
236856_x_at,0.972,0.50177224,0.803572,,
221164_x_at,0.972,0.50177787,0.803562,CHST5,carbohydrate sulfotransferase 5
229019_at,0.972,0.50180518,0.80351,ZNF385B,zinc finger protein 385B
230638_at,0.972,0.50180956,0.803502,,
223093_at,0.972,0.5018233,0.803476,ANKH,ANKH inorganic pyrophosphate transport regulator
1561963_at,0.972,0.50182936,0.803465,MIR4296,microRNA 4296
1560074_at,0.972,0.50185292,0.803421,PRKCA,protein kinase C alpha
204813_at,0.972,0.5018708,0.803387,MAPK10,mitogen-activated protein kinase 10
228908_s_at,0.972,0.50187986,0.80337,LOC642852,uncharacterized LOC642852
231041_at,0.972,0.50188628,0.803358,POLR1E,RNA polymerase I subunit E
204459_at,0.972,0.50189553,0.80334,CSTF2,cleavage stimulation factor subunit 2
213272_s_at,0.972,0.50190375,0.803325,TMEM159,transmembrane protein 159
229773_at,0.972,0.50191607,0.803302,SNAP23,synaptosome associated protein 23
1558048_x_at,0.972,0.5019455,0.803247,,
1553131_a_at,0.972,0.5019529,0.803233,GATA4,GATA binding protein 4
209971_x_at,0.972,0.50196395,0.803212,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2
210922_at,0.972,0.50198592,0.803171,,
203541_s_at,0.972,0.50200037,0.803143,KLF9,Kruppel like factor 9
1562944_at,0.972,0.50202895,0.80309,LOC101928160///ZNF707,uncharacterized LOC101928160///zinc finger protein 707
1553271_at,0.972,0.50205603,0.803039,DIP2B,disco interacting protein 2 homolog B
206581_at,0.972,0.50206577,0.803021,BNC1,basonuclin 1
227046_at,0.972,0.50207037,0.803012,SLC39A11,solute carrier family 39 member 11
215633_x_at,0.972,0.50209107,0.802973,LST1,leukocyte specific transcript 1
214410_at,0.972,0.50210013,0.802956,TRPM1,transient receptor potential cation channel subfamily M member 1
242303_at,0.972,0.5021127,0.802932,NRG2,neuregulin 2
218369_s_at,0.972,0.50211914,0.80292,EXOSC1,exosome component 1
230245_s_at,0.972,0.50212503,0.802909,LINC00926,long intergenic non-protein coding RNA 926
209533_s_at,0.972,0.50215598,0.802851,PLAA,phospholipase A2 activating protein
226486_at,0.972,0.50222444,0.802722,MTERF4,mitochondrial transcription termination factor 4
236309_x_at,0.972,0.50222692,0.802718,ZMIZ2,zinc finger MIZ-type containing 2
242466_at,0.972,0.50229368,0.802592,,
213857_s_at,0.972,0.50230705,0.802567,CD47,CD47 molecule
235677_at,0.972,0.50238427,0.802422,SRR,serine racemase
55692_at,0.972,0.50242137,0.802353,ELMO2,engulfment and cell motility 2
225461_at,0.972,0.50243182,0.802333,EHMT1,euchromatic histone lysine methyltransferase 1
241181_x_at,0.972,0.50243631,0.802324,,
1558890_at,0.972,0.50246876,0.802264,,
215706_x_at,0.972,0.50247692,0.802248,ZYX,zyxin
1552997_a_at,0.972,0.50247958,0.802243,IQCF1,IQ motif containing F1
225823_at,0.972,0.50248389,0.802235,C19orf70,chromosome 19 open reading frame 70
213037_x_at,0.972,0.5024917,0.80222,STAU1,staufen double-stranded RNA binding protein 1
1566642_at,0.972,0.50249829,0.802208,,
244627_at,0.972,0.50250321,0.802199,TKFC,triokinase and FMN cyclase
210164_at,0.972,0.50252061,0.802166,GZMB,granzyme B
202062_s_at,0.972,0.50253054,0.802148,SEL1L,SEL1L ERAD E3 ligase adaptor subunit
207269_at,0.972,0.50254959,0.802112,DEFA4,defensin alpha 4
229246_at,0.972,0.50258095,0.802053,SRSF1,serine and arginine rich splicing factor 1
234885_at,0.972,0.50264046,0.801941,,
1555677_s_at,0.972,0.50267066,0.801884,SMC1A,structural maintenance of chromosomes 1A
203775_at,0.972,0.50268609,0.801855,SLC25A13,solute carrier family 25 member 13
237561_x_at,0.972,0.50269903,0.801831,,
1553285_s_at,0.972,0.50270631,0.801818,RAD9B,RAD9 checkpoint clamp component B
202320_at,0.972,0.50272424,0.801784,GTF3C1,general transcription factor IIIC subunit 1
211168_s_at,0.972,0.50274107,0.801752,UPF1,"UPF1, RNA helicase and ATPase"
1560115_a_at,0.972,0.50277582,0.801687,KIAA1217,KIAA1217
219672_at,0.972,0.50277627,0.801686,AHSP,alpha hemoglobin stabilizing protein
210248_at,0.972,0.50278706,0.801666,WNT7A,Wnt family member 7A
224955_at,0.972,0.50280437,0.801633,TEAD1,TEA domain transcription factor 1
212017_at,0.972,0.50280728,0.801628,FAM168B,family with sequence similarity 168 member B
201223_s_at,0.972,0.50282538,0.801594,RAD23B,"RAD23 homolog B, nucleotide excision repair protein"
206234_s_at,0.972,0.5028327,0.80158,MMP17,matrix metallopeptidase 17
232644_x_at,0.972,0.50286908,0.801512,OCIAD1,OCIA domain containing 1
1564821_at,0.972,0.50288235,0.801487,,
238358_x_at,0.972,0.5029229,0.801411,,
242172_at,0.972,0.50295838,0.801344,,
1560614_at,0.972,0.5029598,0.801342,,
237132_at,0.972,0.50301756,0.801233,TJP2,tight junction protein 2
225066_at,0.972,0.5030194,0.80123,PPP2R2D,protein phosphatase 2 regulatory subunit Bdelta
1557265_at,0.972,0.50303947,0.801192,,
